urn,name,la_name,type,phase,gender,status,admissions_policy,religious_character,easting,northing,lineage,lineage_open_date,grade_2020,grade_2020_published,grade_2020_urn,comparator_urns,comparator_names,comparator_dist_m,comparator_grades,comparator_median,first_fail,all_fails,research_candidate
139599,Heron Hall Academy,Enfield,Free schools,Secondary,Mixed,Open,Non-selective,Does not apply,534955.0,195916.0,139599,2013-09-02,2.0,2015-07-24,139599,136327;135958;102052,Kingsmead School;Oasis Academy Hadley;Bishop Stopford's School,909;965;1303,2;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
126892,Holy Family Covent RC School,Enfield,Voluntary aided school,Secondary,Girls,Closed,Non-selective,None,532954.0,196276.0,126892,1677-09-21,,,,137094;102048;102049,Enfield Grammar School;Enfield County School for Girls;Chace Community School,454;589;1257,2;1;3,2.0,C1: type Voluntary aided school; closed 1994-08-31,C1: type Voluntary aided school; closed 1994-08-31 | C3: no grade in force on 2020-01-01,False
102044,Kingsmead School,Enfield,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,534226.0,196459.0,102044,1677-09-21,1.0,2008-01-11,102044,136327;102052;139599,Kingsmead School;Bishop Stopford's School;Heron Hall Academy,0;858;909,2;2;2,2.0,C1: closed 2010-09-30,C1: closed 2010-09-30,False
136327,Kingsmead School,Enfield,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,534226.0,196459.0,136327 < 102044,1677-09-21,2.0,2013-05-13,136327,102052;139599;102049,Bishop Stopford's School;Heron Hall Academy;Chace Community School,858;909;1523,2;2;3,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
102056,Laurel Park School,Enfield,Foundation school,Secondary,Mixed,Open,Non-selective,None,529904.0,192375.0,102056,1677-09-21,2.0,2015-06-15,102056,102053;139362;137531,St Anne's Catholic High School for Girls;St Thomas More Catholic School;Alexandra Park School,1196;1648;1676,1;1;1,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
102050,Lea Valley High School,Enfield,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,535460.0,199772.0,102050,1677-09-21,2.0,2013-09-09,102050,144084;102058;134311,The Lea Valley Academy;St Ignatius College;Oasis Academy Enfield,0;1255;1529,2;2;2,2.0,C1: closed 2018-04-30,C1: closed 2018-04-30 | C3: grade 2 not better than comparator median 2.0,False
136147,Lift Aylward,Enfield,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Does not apply,532917.0,192731.0,136147 < 102046,1677-09-21,2.0,2013-04-11,136147,102045;143197;102053,Winchmore School;Edmonton County School;St Anne's Catholic High School for Girls,1393;1702;1838,2;2;1,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
136157,Nightingale Academy,Enfield,Academy sponsor led,Secondary,Mixed,Closed,Non-selective,Does not apply,535338.0,194582.0,136157 < 102051,1677-09-21,4.0,2019-01-13,136157,147536;135958;139599,AIM Academy North London;Oasis Academy Hadley;Heron Hall Academy,102;1124;1388,4;2;2,2.0,C1: closed 2019-08-31,C1: closed 2019-08-31 | C3: grade 4 not better than comparator median 2.0,False
134311,Oasis Academy Enfield,Enfield,Academy sponsor led,Secondary,Mixed,Open,Non-selective,None,536783.0,199005.0,134311,2007-09-01,2.0,2015-05-22,134311,139815;144084;102058,Ark John Keats Academy;The Lea Valley Academy;St Ignatius College,1225;1529;2246,1;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
135958,Oasis Academy Hadley,Enfield,Academy sponsor led,All-through,Mixed,Open,Non-selective,Does not apply,535859.0,195578.0,135958 < 102057,1677-09-21,2.0,2012-04-17,135958,139599;147536;136327,Heron Hall Academy;AIM Academy North London;Kingsmead School,965;1215;1855,2;4;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
102047,Southgate School,Enfield,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,528736.0,195890.0,102047,1677-09-21,1.0,2009-03-05,102047,142727;136658;136308,Southgate School;East Barnet School;Ashmole Academy,0;1041;1959,2;2;1,2.0,C1: closed 2016-03-31,C1: closed 2016-03-31,False
142727,Southgate School,Enfield,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,528736.0,195890.0,142727 < 102047,1677-09-21,2.0,2019-11-18,142727,136658;136308;135747,East Barnet School;Ashmole Academy;JCoSS,1041;1959;2201,2;1;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
126893,St Angela's RC School for Girls,Enfield,Voluntary aided school,Secondary,Girls,Closed,Non-selective,None,531090.0,192526.0,126893,1677-09-21,,,,102053;102056;139362,St Anne's Catholic High School for Girls;Laurel Park School;St Thomas More Catholic School,0;1196;1317,1;2;1,1.0,C1: type Voluntary aided school; closed 1994-08-31,C1: type Voluntary aided school; closed 1994-08-31 | C3: no grade in force on 2020-01-01,False
102053,St Anne's Catholic High School for Girls,Enfield,Voluntary aided school,Secondary,Girls,Open,Non-selective,Roman Catholic,531090.0,192526.0,102053 < 126892 < 126893,1677-09-21,1.0,2017-01-20,102053,102056;139362;137745,Laurel Park School;St Thomas More Catholic School;Mulberry Academy Woodside,1196;1317;1505,2;1;1,1.0,C1: type Voluntary aided school,"C1: type Voluntary aided school | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 1 not better than comparator median 1.0",False
102058,St Ignatius College,Enfield,Voluntary aided school,Secondary,Boys,Open,Non-selective,Roman Catholic,534539.0,198919.0,102058,1677-09-21,2.0,2016-04-18,102058,144084;139815;102052,The Lea Valley Academy;Ark John Keats Academy;Bishop Stopford's School,1255;1529;1735,2;1;2,2.0,C1: type Voluntary aided school,"C1: type Voluntary aided school | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 2 not better than comparator median 2.0",False
102046,The Gladys Aylward School,Enfield,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,532917.0,192731.0,102046,1677-09-21,3.0,2009-02-11,102046,136147;102045;143197,Lift Aylward;Winchmore School;Edmonton County School,0;1393;1702,2;2;2,2.0,C1: closed 2010-08-31,C1: closed 2010-08-31 | C3: grade 3 not better than comparator median 2.0,False
102055,The Latymer School,Enfield,Voluntary aided school,Secondary,Mixed,Open,Selective,None,533405.0,193668.0,102055,1677-09-21,1.0,2008-02-13,102055,143197;136147;102045,Edmonton County School;Lift Aylward;Winchmore School,810;1056;1277,2;2;2,2.0,C1: type Voluntary aided school,"C1: type Voluntary aided school | C2 (GIAS): Selective, religious character None",False
144084,The Lea Valley Academy,Enfield,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,535460.0,199772.0,144084 < 102050,1677-09-21,2.0,2013-09-09,102050,102058;134311;139815,St Ignatius College;Oasis Academy Enfield;Ark John Keats Academy,1255;1529;1646,2;2;1,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
102051,Turin Grove School,Enfield,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,535338.0,194582.0,102051,1677-09-21,,,,147536;135958;139599,AIM Academy North London;Oasis Academy Hadley;Heron Hall Academy,102;1124;1388,4;2;2,2.0,C1: closed 2010-08-31,C1: closed 2010-08-31 | C3: no grade in force on 2020-01-01,False
102045,Winchmore School,Enfield,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,532148.0,193892.0,102045,1677-09-21,2.0,2013-10-24,102045,143197;136147;102053,Edmonton County School;Lift Aylward;St Anne's Catholic High School for Girls,1098;1393;1728,2;2;1,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
143924,Wren Academy Enfield,Enfield,Free schools,Secondary,Mixed,Open,Non-selective,Church of England,531485.0,198010.0,143924,2020-09-01,,,,102048;102049;137094,Enfield County School for Girls;Chace Community School;Enfield Grammar School,1697;1720;1822,1;3;2,2.0,C1: opened 2020-09-01,"C1: opened 2020-09-01 | C2 (GIAS): Non-selective, religious character Church of England | C3: no grade in force on 2020-01-01",False
100186,Abbey Wood School,Greenwich,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,546423.0,179244.0,100186,1677-09-21,,,,105135;141163;145140,St Paul's Academy;Woolwich Polytechnic School;Harris Garrard Academy,153;1153;1854,2;2;4,2.0,C1: closed 2009-08-31,C1: closed 2009-08-31 | C3: no grade in force on 2020-01-01,False
138245,Ark Greenwich Free School,Greenwich,Free schools,Secondary,Mixed,Open,Non-selective,None,542669.0,176775.0,138245,2012-09-01,2.0,2016-06-13,138245,145315;100190;100171,Leigh Academy Halley;Thomas Tallis School;Saint Mary Magdalene Church of England All Through School,866;2005;2224,3;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
100195,Blackheath Bluecoat Church of England School,Greenwich,Voluntary aided school,Secondary,Mixed,Closed,Non-selective,Church of England,540926.0,177226.0,100195,1677-09-21,,,,145315;100190;147439,Leigh Academy Halley;Thomas Tallis School;The John Roan School,1246;1309;1314,3;2;4,3.0,C1: type Voluntary aided school; closed 2014-08-31,"C1: type Voluntary aided school; closed 2014-08-31 | C2 (GIAS): Non-selective, religious character Church of England | C3: no grade in force on 2020-01-01",False
137473,Corelli College,Greenwich,Academy converter,Secondary,Mixed,Closed,Non-selective,Does not apply,542034.0,176480.0,137473 < 100185,1677-09-21,3.0,2016-06-13,137473,145315;138245;100190,Leigh Academy Halley;Ark Greenwich Free School;Thomas Tallis School,166;700;1305,3;2;2,2.0,C1: closed 2018-02-28,C1: closed 2018-02-28 | C3: grade 3 not better than comparator median 2.0,False
100189,Crown Woods College,Greenwich,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,544345.0,174937.0,100189,1677-09-21,2.0,2010-01-16,100189,141309;135677;141716,Leigh Stationers' Academy;Harris Academy Falconwood;St Thomas More Catholic Comprehensive School,301;904;1259,2;2;1,2.0,C1: closed 2014-08-31,C1: closed 2014-08-31 | C3: grade 2 not better than comparator median 2.0,False
100184,Eaglesfield School,Greenwich,Community school,Secondary,Boys,Closed,Non-selective,Does not apply,543268.0,176919.0,100184,1677-09-21,,,,138245;145315;100183,Ark Greenwich Free School;Leigh Academy Halley;Plumstead Manor School,616;1476;1933,2;3;2,2.0,C1: closed 2005-07-31,C1: closed 2005-07-31 | C3: no grade in force on 2020-01-01,False
100182,Eltham Hill School,Greenwich,Community school,Secondary,Girls,Open,Non-selective,Does not apply,542250.0,174421.0,100182,1677-09-21,2.0,2019-02-11,100182,138449;141716;145315,Harris Academy Greenwich;St Thomas More Catholic Comprehensive School;Leigh Academy Halley,446;1133;2035,1;1;3,1.0,C3: grade 2 not better than comparator median 1.0,C3: grade 2 not better than comparator median 1.0,False
142608,International Academy of Greenwich,Greenwich,Free schools,Secondary,Mixed,Closed,Non-selective,None,539902.0,175059.0,142608,2016-09-05,3.0,2019-09-15,142608,100749;135264;100190,"Trinity Church of England School, Lewisham;St Matthew Academy;Thomas Tallis School",403;1151;1284,2;2;2,2.0,C1: opened 2016-09-05; closed 2021-08-31,C1: opened 2016-09-05; closed 2021-08-31 | C3: grade 3 not better than comparator median 2.0,False
100185,Kidbrooke School,Greenwich,Community school,Secondary,Mixed,Closed,Non-selective,Does not apply,542034.0,176480.0,100185,1677-09-21,,,,145315;138245;100190,Leigh Academy Halley;Ark Greenwich Free School;Thomas Tallis School,166;700;1305,3;2;2,2.0,C1: closed 2011-08-31,C1: closed 2011-08-31 | C3: no grade in force on 2020-01-01,False
145315,Leigh Academy Halley,Greenwich,Academy sponsor led,Secondary,Mixed,Open,,None,541878.0,176422.0,145315 < 137473 < 100185,1677-09-21,3.0,2016-06-13,137473,138245;100190;138449,Ark Greenwich Free School;Thomas Tallis School;Harris Academy Greenwich,866;1139;1962,2;2;1,2.0,C3: grade 3 not better than comparator median 2.0,C3: grade 3 not better than comparator median 2.0,False
141309,Leigh Stationers' Academy,Greenwich,Academy converter,Secondary,Mixed,Open,Non-selective,Does not apply,544337.0,174636.0,141309 < 100189,1677-09-21,2.0,2010-01-16,100189,135677;141716;100182,Harris Academy Falconwood;St Thomas More Catholic Comprehensive School;Eltham Hill School,1060;1093;2098,2;1;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
100183,Plumstead Manor School,Greenwich,Community school,Secondary,Mixed,Open,Non-selective,Does not apply,544831.0,178057.0,100183,1677-09-21,2.0,2018-06-11,100183,105135;100171;138245,St Paul's Academy;Saint Mary Magdalene Church of England All Through School;Ark Greenwich Free School,1842;1858;2514,2;2;2,2.0,C3: grade 2 not better than comparator median 2.0,C3: grade 2 not better than comparator median 2.0,False
143927,Royal Greenwich Trust School,Greenwich,Free schools,Secondary,Mixed,Open,Non-selective,None,542041.0,179040.0,143927 < 139786,2013-09-01,3.0,2019-02-11,143927,100171;141082;145410,Saint Mary Magdalene Church of England All Through School;Oasis Academy Silvertown;Royal Docks Academy,1158;1852;2159,2;2;3,2.0,C3: grade 3 not better than comparator median 2.0,C3: grade 3 not better than comparator median 2.0,False
139786,Royal Greenwich Utc,Greenwich,University technical college,Secondary,Mixed,Closed,Non-selective,None,542041.0,179040.0,139786,2013-09-01,3.0,2016-04-19,139786,143927;100171;141082,Royal Greenwich Trust School;Saint Mary Magdalene Church of England All Through School;Oasis Academy Silvertown,0;1158;1852,3;2;2,2.0,C1: type University technical college; closed 2016-08-31,C1: type University technical college; closed 2016-08-31 | C3: grade 3 not better than comparator median 2.0,False
100171,Saint Mary Magdalene Church of England All Through School,Greenwich,Voluntary aided school,All-through,Mixed,Open,Non-selective,Church of England,543194.0,178936.0,100171,1677-09-21,2.0,2018-06-20,100171,143927;100183;138245,Royal Greenwich Trust School;Plumstead Manor School;Ark Greenwich Free School,1158;1858;2224,3;2;2,2.0,C1: type Voluntary aided school,"C1: type Voluntary aided school | C2 (GIAS): Non-selective, religious character Church of England | C3: grade 2 not better than comparator median 2.0",False
105135,St Paul's Academy,Greenwich,Academy sponsor led,Secondary,Mixed,Open,Non-selective,Roman Catholic,546278.0,179196.0,105135 < 100194,1677-09-21,2.0,2013-02-13,105135,141163;100183;145140,Woolwich Polytechnic School;Plumstead Manor School;Harris Garrard Academy,1211;1842;2006,2;2;4,2.0,"C2 (GIAS): Non-selective, religious character Roman Catholic","C2 (GIAS): Non-selective, religious character Roman Catholic | C3: grade 2 not better than comparator median 2.0",False
100194,St Paul's Catholic School,Greenwich,Voluntary aided school,Secondary,Mixed,Closed,Non-selective,Roman Catholic,546176.0,177800.0,100194,1677-09-21,,,,100183;105135;136720,Plumstead Manor School;St Paul's Academy;Welling School,1369;1400;1548,2;2;3,2.0,C1: type Voluntary aided school; closed 2005-08-31,"C1: type Voluntary aided school; closed 2005-08-31 | C2 (GIAS): Non-selective, religious character Roman Catholic | C3: no grade in force on 2020-01-01",False
141716,St Thomas More Catholic Comprehensive School,Greenwich,Academy converter,Secondary,Mixed,Open,Non-selective,Catholic,543353.0,174161.0,141716 < 100196,1677-09-21,1.0,2014-06-18,100196,141309;100182;138449,Leigh Stationers' Academy;Eltham Hill School;Harris Academy Greenwich,1093;1133;1576,2;2;1,2.0,"C2 (GIAS): Non-selective, religious character Catholic","C2 (GIAS): Non-selective, religious character Catholic",False
100196,St Thomas More Roman Catholic Comprehensive School,Greenwich,Voluntary aided school,Secondary,Mixed,Closed,Non-selective,Roman Catholic,543353.0,174161.0,100196,1677-09-21,1.0,2014-06-18,100196,141716;141309;100182,St Thomas More Catholic Comprehensive School;Leigh Stationers' Academy;Eltham Hill School,0;1093;1133,1;2;2,2.0,C1: type Voluntary aided school; closed 2015-01-31,"C1: type Voluntary aided school; closed 2015-01-31 | C2 (GIAS): Non-selective, religious character Roman Catholic",False
